馬名,血統登録番号,性別,所属,調教師名,種牡馬名,母名,母の父名,馬主名,生産者名,毛色,生年月日,本賞金,収得賞金,前走馬体重,全成績1着数,全成績2着数,全成績3着数,全成績着外数,芝成績1着数,芝成績2着数,芝成績3着数,芝成績着外数,ダート成績1着数,ダート成績2着数,ダート成績3着数,ダート成績着外数,データ作成日,抹消,登録日,抹消日
グランフォーブル,20101303,牡,美,松山将樹,タリスマニック,マオリオ,ネオユニヴァース,飯田訓大,ヴェルサイユファーム,黒鹿,200420,4860,2400,   0,4,0,0,14,0,0,0,1,4,0,0,13,260305,不在,220728,000000
アットアブラスト,20101323,セ,栗,小椋研介,ゼンノロブロイ,ウィンディガーデン,タニノギムレット,岡田牧雄,沖田牧場,黒鹿,200324,1003,400,   0,1,1,0,30,0,1,0,20,0,0,0,10,260323,在厩,221027,000000
コスモアバンサ,20101337,牡,美,清水英克,リオンディーズ,ヨウヨウ,マヤノトップガン,ビッグレッドファーム,沖田牧場,鹿毛,200317,2815,590,   0,4,3,3,16,1,2,2,14,0,0,1,1,260323,在厩,240502,000000
バトゥーキ,20101373,牡,栗,浜田多実,ラニ,サンバホイッスル,サウスヴィグラス,京都ホースレーシング,川島正広,栗毛,200421,12204,2400,   0,4,9,4,14,0,0,0,0,4,9,4,14,260409,不在,220922,000000
パープルナイト,20101412,牡,美,堀内岳志,スクリーンヒーロー,リボンティアラ,アドマイヤムーン,木村牧場,木村牧場,栗毛,200308,2860,900,   0,2,2,4,7,0,0,0,0,2,2,4,7,251103,不在,230209,000000
ブーケファロス,20101419,牡,美,清水英克,ビッグアーサー,クラウンデュナミス,ダンディコマンド,矢野まり子,クラウン日高牧場,鹿毛,200301,9738,2400,   0,4,4,2,20,4,4,2,20,0,0,0,0,251106,不在,211028,000000
ローディアマント,20101429,セ,美,尾関知人,サトノダイヤモンド,ブロッサムレーン,"New Approach",シルクレーシング,クラウン日高牧場,鹿毛,200329,6555,0,   0,2,4,1,9,0,0,1,3,0,0,0,2,260223,不在,220915,000000
ドットクルー,20101486,牡,栗,笹田和秀,ディーマジェスティ,スターオブロゼッタ,ロードカナロア,幅田昌伸,佐々木牧場,鹿毛,200407,7709,1500,   0,3,2,3,17,3,2,3,16,0,0,0,1,260223,不在,221020,000000
カンチェンジュンガ,20101503,牡,栗,庄野靖志,ビッグアーサー,クェスタボルタ,ノヴェリスト,幅田昌伸,サンバマウンテンファーム,鹿毛,200323,15888,7500,   0,6,0,0,17,6,0,0,16,0,0,0,1,260409,在厩,220922,000000
エンペラーワケア,20101547,牡,栗,杉山晴紀,ロードカナロア,カラズマッチポイント,Curlin,草間庸文,下河辺牧場,鹿毛,200502,17720,8280,   0,7,3,2,3,0,0,0,1,7,2,0,2,260226,不在,220908,000000
サトノガレオン,20101567,セ,美,堀宣行　,ロードカナロア,スウィーティーガール,"Star Dabbler",里見治,下河辺牧場,鹿毛,200216,3420,1180,   0,4,1,2,6,0,0,0,1,2,1,2,5,260406,不在,231214,000000
レッドプロフェシー,20101579,牡,栗,大久保龍,ルーラーシップ,トリニティプレイス,マンハッタンカフェ,東京ホースレーシング,下河辺牧場,鹿毛,200117,7299,2400,   0,4,1,3,14,0,0,0,0,4,1,3,14,260406,在厩,220908,000000
サンライズタイソン,20101597,牡,栗,平田修　,モーリス,マイアトラクション,ディープインパクト,ライフハウス,下河辺牧場,鹿毛,200314,1170,400,   0,1,0,2,17,1,0,2,13,0,0,0,4,260326,不在,220908,000000
サンライズフレイム,20101599,牡,栗,石坂公一,ドレフォン,マストバイアイテム,アフリート,ライフハウス,下河辺牧場,栗毛,200315,15990,7500,   0,8,1,3,5,0,0,0,0,7,1,3,4,260106,不在,230103,000000
ハッピーロンドン,20101639,牡,美,菊沢隆徳,グレーターロンドン,ハッピーベリンダ,アグネスデジタル,窪田芳郎,白井牧場,栗毛,200216,4554,1500,   0,3,4,2,8,1,0,0,0,2,4,2,8,260406,不在,221006,000000
エムズマインド,20101641,牡,栗,荒川義之,マインドユアビスケッツ,ピエナアプローズ,フジキセキ,本谷兼三,白井牧場,栗毛,200411,5349,1500,   0,3,1,4,12,0,0,0,0,3,1,4,12,250529,不在,221027,000000
マンダリンボレロ,20101655,牡,美,伊藤伸一,スピルバーグ,ジャーメイン,アドマイヤムーン,田頭勇貴,白瀬盛雄,栗毛,200327,3913,900,   0,2,3,2,24,0,0,0,4,2,3,2,20,260402,不在,220526,000000
エーティータキオン,20101677,牡,美,的場均　,デクラレーションオブウォー,アドマイヤオウカ,シンボリクリスエス,小澤徳定,シンボリ牧場,鹿毛,200403,288,160,   0,3,2,4,45,0,0,0,1,0,0,1,11,260326,在厩,251009,000000
シゲルショウグン,20101694,牡,栗,大橋勇樹,モーリス,ペニーブラック,"Redoute's Choice",關美和,シンボリ牧場,鹿毛,200505,11084,4800,   0,6,2,1,14,0,0,0,0,6,2,1,14,260305,不在,220127,000000
シーウィザード,20101695,セ,美,鹿戸雄一,ビーチパトロール,メリーウェザー,メジロベイリー,岡田牧雄,シンボリ牧場,鹿毛,200407,7059,1600,   0,3,2,3,11,3,2,3,11,0,0,0,0,250731,不在,220526,000000
スマートフォルス,20101707,牡,栗,吉村圭司,シニスターミニスター,スマートレグルス,ロードカナロア,大川徹,スマート,鹿毛,200508,9930,1900,   0,3,6,0,12,0,0,0,0,3,6,0,12,260309,在厩,220922,000000
アンクルブラック,20101756,牡,栗,高橋亮　,キタサンブラック,ウインクルキラリ,ダンスインザダーク,塚本能交,竹島幸治,黒鹿,200428,10263,400,   0,5,2,3,9,0,0,0,1,1,1,1,7,260323,不在,220811,000000
トーホウキザン,20101764,牡,栗,高橋康之,トーホウジャッカル,トーホウドルチェ,サウスヴィグラス,東豊物産,竹島幸治,栗毛,200328,1958,900,   0,2,0,4,31,0,0,0,1,1,0,3,29,260402,不在,220428,000000
ミヤジシャルマン,20101766,牡,栗,宮地貴稔,エピファネイア,アナザーワールド,ディープインパクト,曽我司,タバタファーム,黒鹿,200430,5564,900,   0,4,4,1,19,0,0,0,3,1,3,1,16,250728,不在,220505,000000
メタルスピード,20101772,牡,美,斎藤誠　,シルバーステート,マイビビアーヌ,Shamardal,"Him Rock Racingホールディングス",タバタファーム,黒鹿,200328,14713,2400,   0,4,6,6,22,4,6,6,22,0,0,0,0,260406,在厩,220804,000000
サンマルグレイト,20101779,牡,美,佐藤吉勝,グレーターロンドン,サンマルベラータ,ハービンジャー,相馬勇,田端牧場,鹿毛,200204,2309,0,   0,1,1,3,20,0,0,0,9,0,0,0,0,260323,不在,221117,000000
アウローラシエル,20101781,牡,栗,森田直行,アメリカンペイトリオット,ヤヤラーラ,ゼンノロブロイ,高橋正雄,田端牧場,鹿毛,200227,730,190,   0,3,2,3,25,0,2,1,11,0,0,0,0,260402,不在,250130,000000
ラケマーダ,20101784,牡,栗,千田輝彦,アメリカンペイトリオット,アプト,アドマイヤムーン,ゴドルフィン,ダーレー・ジャパン・ファーム,鹿毛,200322,10872,3800,   0,5,1,6,18,5,1,6,18,0,0,0,0,260226,不在,220526,000000
ハワイアンタイム,20101808,セ,栗,昆貢　　,ロードカナロア,ザマンダ,コマンズ,吉田勝利,ダーレー・ジャパン・ファーム,鹿毛,200210,2900,1460,   0,7,1,1,12,2,1,0,9,0,0,1,1,260406,在厩,240411,000000
クルゼイロドスル,20101813,牡,栗,高橋義忠,ファインニードル,スタリア,アルカセット,ゴドルフィン,ダーレー・ジャパン・ファーム,栗毛,200508,10764,3700,   0,4,3,0,13,4,3,0,13,0,0,0,0,260309,在厩,220616,000000
デイトナモード,20101872,牡,栗,千田輝彦,アメリカンペイトリオット,セクレタ,スズカマンボ,前原敏行,チャンピオンズファーム,鹿毛,200425,5945,2400,   0,4,3,1,13,4,3,0,11,0,0,1,2,260409,在厩,220623,000000
ペリエール,20101874,牡,美,黒岩陽一,ヘニーヒューズ,ソフトライム,フジキセキ,長谷川祐司,チャンピオンズファーム,鹿毛,200213,17050,7250,   0,6,1,4,8,0,0,0,0,6,1,3,6,260406,在厩,210930,000000
タカサンフェイス,20101913,牡,栗,森田直行,ゴールドシップ,ウッドシップ,クロフネ,STレーシング,出口牧場,栗毛,200327,3345,900,   0,2,2,4,12,0,0,0,1,2,2,4,11,251215,不在,220224,000000
ペネトレイトゴー,20101916,セ,美,戸田博文,ゴールドシップ,セカンドノホシ,シンボリルドルフ,前川俊行,出口牧場,芦毛,200414,2566,0,   0,0,4,5,22,0,3,2,16,0,1,3,6,260316,在厩,220526,000000
ウィズユアドリーム,20101918,牡,栗,宮地貴稔,サトノダイヤモンド,フラワーバレイ,"Discreet Cat",小林英一ホールディングス,出口牧場,鹿毛,200322,5064,1500,   0,4,1,1,14,3,1,0,6,0,0,0,1,260302,在厩,210930,000000
バリアントバイオ,20101941,牡,栗,今野貞一,トーセンジョーダン,エスカレートバイオ,アルデバラン2,バイオ,中館牧場,栗毛,200505,3998,1500,   0,3,2,1,17,0,0,0,1,3,2,1,16,260406,在厩,220915,000000
ダイシンヤマト,20101967,牡,美,戸田博文,ヤマカツエース,ダイシンパーティー,ブライアンズタイム,大八木信行,中原牧場,栗毛,200322,8807,2400,   0,4,4,4,12,4,4,4,12,0,0,0,0,260402,不在,221208,000000
ライクアフラワー,20101992,牡,美,松永康利,アメリカンペイトリオット,ビクトリーチャンス,ステイゴールド,大倉佑介,日西牧場,黒鹿,200314,3943,1000,   0,2,3,4,12,2,3,4,10,0,0,0,2,260113,不在,211028,000000
オリンポスカズマ,20102013,牡,栗,平田修　,ヴィクトワールピサ,サクラサクラサクラ,アッミラーレ,吉田和美,野島牧場,青毛,200526,874,400,   0,1,2,1,18,0,0,0,1,1,0,1,14,260316,在厩,220901,000000
カミーロ,20102027,牡,栗,石橋守　,リオンディーズ,ノースキャット,ディープスカイ,カナヤマホールディングス,原田ファーム,青鹿,200406,5110,1500,   0,3,3,1,11,1,0,0,5,2,3,1,6,250807,不在,220526,000000
オセアフラッグ,20102044,セ,美,戸田博文,オルフェーヴル,イースターアイランド,"Giant's Causeway",XIAOジャパン,日高大洋牧場,栗毛,200415,2084,900,   0,2,0,0,10,0,0,0,2,2,0,0,8,260309,在厩,220623,000000
フェルヴェンテ,20102045,牡,栗,宮徹　　,ダノンバラード,オリジンファースト,"Exceed And Excel",ロイヤルパーク,日高大洋牧場,鹿毛,200229,11516,2400,   0,4,6,4,15,0,1,0,2,4,5,4,13,260319,不在,220407,000000
シゲルカミカゼ,20102077,牡,美,松山将樹,ドレフォン,ゼクト,サウスヴィグラス,關美和,広富牧場,黒鹿,200402,4338,900,   0,2,5,2,14,0,0,0,0,2,5,2,14,260323,在厩,220127,000000
レーベンスティール,20102078,牡,美,田中博康,リアルスティール,トウカイライフ,トウカイテイオー,キャロットファーム,広富牧場,鹿毛,200308,32690,15800,   0,7,2,1,7,7,2,1,6,0,0,0,0,260406,在厩,220721,000000
ペプチドソレイユ,20102095,牡,栗,武英智　,コパノリッキー,ペプチドヴィーナス,ワークフォース,沼川一彦,ファーミングヤナキタ,鹿毛,200416,5580,2400,   0,4,0,0,12,0,0,0,2,4,0,0,10,260312,在厩,220922,000000
アンビバレント,20102140,牡,栗,藤野健太,ディスクリートキャット,フォーミー,アドマイヤマックス,ノルマンディーサラブレッドレーシング,碧雲牧場,鹿毛,200408,4574,1500,   0,3,1,3,27,2,1,3,23,1,0,0,4,260406,不在,220915,000000
ツィスカリーゼ,20102269,牡,美,的場均　,リオンディーズ,アンドリエッテ,ディープインパクト,谷口祐人,森永牧場,黒鹿,200331,225,210,   0,5,0,0,39,0,0,0,21,0,0,0,4,260323,不在,241226,000000
ムーンスカイ,20102273,牡,栗,牧田和弥,トゥザワールド,スターリットスカイ,フジキセキ,永田和彦,森永牧場,鹿毛,200315,2380,400,   0,1,1,4,25,1,0,2,11,0,1,2,14,260402,不在,220505,000000
アシャカタカ,20102299,牡,美,鈴木伸尋,ファインニードル,ハートノイヤリング,ハーツクライ,吉冨学,門別山際牧場,黒鹿,200409,4576,1500,   0,3,0,4,17,3,0,3,13,0,0,1,4,260305,不在,211125,000000
サンライズプルート,20102326,牡,栗,東田明士,リオンディーズ,テーオーヴィーナス,ディープインパクト,ライフハウス,ヤナガワ牧場,黒鹿,200319,3563,900,   0,2,5,2,18,1,4,2,14,1,1,0,4,260402,不在,220825,000000
サンライズパスカル,20102343,牡,栗,石坂公一,ミッキーアイル,ラブミーニキータ,クロフネ,ライフハウス,ヤナガワ牧場,栗毛,200417,7622,2400,   0,4,4,2,16,0,0,0,0,4,4,2,16,260406,在厩,220811,000000
コパノサントス,20102344,牡,栗,梅田智之,イスラボニータ,ラブミーリル,ハービンジャー,小林祥晃,ヤナガワ牧場,青鹿,200418,6889,2500,   0,4,4,3,12,4,4,3,11,0,0,0,1,260406,不在,211028,000000
クリノグローリー,20102360,牡,栗,谷潔　　,ラブリーデイ,モエレエターナル,ゴールドヘイロー,栗本依利子,横井哲,栗毛,200503,4010,900,   0,2,4,3,22,0,0,1,8,2,4,2,14,251222,不在,220505,000000
フェスティヴビーム,20102452,牡,美,畠山吉宏,リアルスティール,マクシマール,アグネスタキオン,臼井義太郎,上水牧場,鹿毛,200413,1600,400,   0,1,1,2,24,1,0,2,19,0,0,0,1,251225,不在,211028,000000
トーセンエスクード,20102488,牡,美,菊沢隆徳,トーセンラー,トーセンアルバータ,"More Than Ready",島川隆哉,エスティファーム,鹿毛,200420,8224,1500,   0,3,6,6,4,3,6,6,4,0,0,0,0,260402,不在,220915,000000
トーセントラム,20102535,牡,美,佐藤吉勝,ヴァンキッシュラン,ローザデルドバイ,"Dubai Destination",島川隆哉,エスティファーム,鹿毛,200430,4744,1500,   0,3,1,4,33,3,1,4,32,0,0,0,0,260330,在厩,220623,000000
アレンテージョ,20102539,牡,栗,坂口智康,フェノーメノ,アルアマーナ,ディープインパクト,G1レーシング,追分ファーム,鹿毛,200516,4031,400,   0,1,8,2,14,1,8,2,12,0,0,0,2,260223,不在,220428,000000
クラウドセイル,20102552,牡,美,堀内岳志,シルバーステート,クリッパールート,シンボリクリスエス,G1レーシング,追分ファーム,黒鹿,200421,1643,400,   0,1,1,2,20,1,1,2,16,0,0,0,4,260402,不在,230112,000000
ナチュラルリバー,20102559,牡,栗,宮地貴稔,ルーラーシップ,シナノネージュ,フレンチデピュティ,吉田晴哉,追分ファーム,鹿毛,200215,2898,900,   0,2,1,3,25,0,0,1,2,2,1,2,22,260406,不在,220505,000000
アクートゥス,20102625,セ,栗,藤原英昭,ルーラーシップ,アッフィラート,ディープインパクト,社台レースホース,社台コーポレーション白老ファーム,鹿毛,200227,6768,2400,   0,4,0,2,14,4,0,2,13,0,0,0,1,260330,在厩,230209,000000
ラパンラピッド,20102648,セ,美,武井亮　,ルーラーシップ,クードラパン,ダイワメジャー,シルクレーシング,社台コーポレーション白老ファーム,鹿毛,200204,1773,400,   0,1,1,2,12,1,1,2,7,0,0,0,2,260212,不在,220428,000000
ダノンクロム,20102675,牡,栗,東田明士,ハーツクライ,セデュイール2,"Elusive Quality",ダノックス,社台コーポレーション白老ファーム,栗毛,200221,2633,500,   0,1,1,3,23,1,1,3,11,0,0,0,9,260402,在厩,220630,000000
バックトゥザライト,20102687,牡,栗,辻野泰之,シニスターミニスター,トリプルミッション,ハービンジャー,平井裕,社台コーポレーション白老ファーム,鹿毛,200416,3085,900,   0,2,3,3,16,0,0,0,0,2,3,2,16,260330,不在,220728,000000
ストリンジェンド,20102702,牡,栗,加藤公太,キンシャサノキセキ,フォルテピアノ,フレンチデピュティ,キャロットファーム,社台コーポレーション白老ファーム,鹿毛,200205,6338,900,   0,2,9,2,20,0,0,0,2,2,9,2,17,260309,不在,220505,000000
ノルドヴェスト,20102711,牡,美,萩原清　,ロードカナロア,マエストラーレ,ネオユニヴァース,サンデーレーシング,社台コーポレーション白老ファーム,鹿毛,200203,1914,580,   0,3,2,0,9,0,0,0,2,1,2,0,7,251110,不在,240125,000000
クールブロン,20102724,牡,栗,井上智史,ドレフォン,リリカルホワイト,ダイワメジャー,キャロットファーム,社台コーポレーション白老ファーム,芦毛,200214,4939,1500,   0,3,2,2,20,0,0,0,0,3,2,2,20,260205,不在,220721,000000
ポルトドール,20102728,牡,栗,小栗実　,モーリス,レクレドール,サンデーサイレンス,G1レーシング,社台コーポレーション白老ファーム,栗毛,200417,2270,170,   0,2,5,5,21,0,1,0,10,0,3,4,8,260330,在厩,240201,000000
ビヨンドザドリーム,20102736,牡,栗,小椋研介,ドリームジャーニー,ワーキングプライド,ハービンジャー,盛学志,社台コーポレーション白老ファーム,黒鹿,200203,1644,160,   0,3,6,2,18,0,3,1,11,0,0,0,0,260305,不在,250108,000000
マリアナトレンチ,20102737,牡,栗,東田明士,ハーツクライ,アイアムルビー,"Saint Liam",谷掛龍夫,社台ファーム,栗毛,200401,8198,2400,   0,4,3,4,17,0,0,0,2,4,3,4,15,260323,在厩,221013,000000
コントラポスト,20102740,牡,美,菊沢隆徳,ルーラーシップ,アカンサス,フジキセキ,ライオンレースホース,社台ファーム,青鹿,200411,11673,3200,   0,4,4,5,7,4,4,5,7,0,0,0,0,251229,不在,220818,000000
デルマソトガケ,20102745,牡,栗,須貝尚介,マインドユアビスケッツ,アムールポエジー,ネオユニヴァース,浅沼廣幸,社台ファーム,栗毛,200428,1758,13540,   0,4,1,4,14,0,0,0,2,2,0,1,2,260409,在厩,220602,000000
タイトニット,20102750,牡,栗,今野貞一,キズナ,アルティメイトラブ,シンボリクリスエス,社台レースホース,社台ファーム,黒鹿,200405,8530,2890,   0,6,4,1,9,0,0,0,0,3,4,0,8,260402,在厩,240516,000000
ビッグベルーガ,20102760,牡,栗,牧浦充徳,ハービンジャー,イチオクノホシ,ゼンノロブロイ,谷掛龍夫,社台ファーム,芦毛,200302,3175,900,   0,2,1,4,20,0,1,3,13,2,0,1,7,260409,在厩,220609,000000
テンプーシャオン,20102767,牡,美,和田勇介,ドレフォン,ウィズエモーション,クロフネ,村田能光,社台ファーム,栗毛,200127,2000,400,   0,1,3,2,14,1,3,1,12,0,0,0,2,260326,在厩,220331,000000
ヴェラグエリエロ,20102772,牡,美,辻哲英　,レッドファルクス,ウララカ,ワイルドラッシュ,加藤裕司,社台ファーム,芦毛,200510,833,420,   0,4,2,5,17,0,0,0,3,0,1,1,10,260409,在厩,241114,000000
タリエシン,20102784,セ,美,秋本大介,キンシャサノキセキ,エヴァディングタンペット,"Dubai Destination",野田努,社台ファーム,鹿毛,200402,2806,900,   0,2,2,2,20,0,2,0,6,2,0,2,14,260406,在厩,220421,000000
ルーラーリッチ,20102793,セ,美,小島茂之,ルーラーシップ,エバーキュート,チチカステナンゴ,宇田豊,社台ファーム,鹿毛,200501,3389,900,   0,2,2,4,18,0,0,0,1,2,2,4,17,260319,在厩,220811,000000
ジャスリー,20102814,牡,美,田島俊明,ルーラーシップ,オールドパサデナ,"Empire Maker",越村洋子,社台ファーム,鹿毛,200412,5431,1500,   0,3,1,3,18,0,0,0,1,3,1,3,17,260316,不在,220915,000000
アッチャゴーラ,20102843,牡,美,浅利英明,マインドユアビスケッツ,グラッブユアコート,ゴールドアリュール,吉田千津,社台ファーム,鹿毛,200520,7463,2400,   0,4,3,8,14,0,0,0,0,2,2,7,13,260402,在厩,220707,000000
シャドウフューリー,20102853,牡,栗,杉山晴紀,イスラボニータ,コージーロージー,"Pleasantly Perfect",飯塚知一,社台ファーム,栗毛,200414,14015,3800,   0,5,8,3,9,5,8,3,9,0,0,0,0,251229,不在,220609,000000
サングラデーション,20102864,セ,美,千葉直人,ドゥラメンテ,サンシャイン,ハーツクライ,社台レースホース,社台ファーム,黒鹿,200317,763,430,   0,3,2,2,16,0,0,2,13,0,0,0,1,260312,不在,240829,000000
ブレイヴロッカー,20102870,セ,栗,本田優　,ドゥラメンテ,シティイメージ,"Elusive City",吉田照哉,社台ファーム,芦毛,200429,11717,2400,   0,4,3,6,17,4,3,6,17,0,0,0,0,260406,不在,221006,000000
プリンスノット,20102881,牡,栗,小椋研介,パドトロワ,シンデレラロマンス,"Elusive Quality",ノルマンディーサラブレッドレーシング,社台ファーム,鹿毛,200222,2120,900,   0,2,0,1,23,0,0,0,12,2,0,1,11,260406,在厩,221222,000000
バールデュヴァン,20102888,牡,栗,浜田多実,ミッキーアイル,ジェラテリアバール,マンハッタンカフェ,グリーンファーム,社台ファーム,鹿毛,200330,6058,2400,   0,4,1,1,18,3,0,1,14,1,1,0,4,250901,不在,220519,000000
オメガギネス,20102904,牡,栗,安田翔伍,ロゴタイプ,スタートアップ,ハービンジャー,原禮子,社台ファーム,栗毛,200128,17050,7550,   0,5,3,1,9,0,0,0,0,5,3,1,9,260330,不在,220616,000000
ハイクライテリア,20102910,セ,栗,羽月友彦,ヴィクトワールピサ,ストロボフラッシュ,Speightstown,ライオンレースホース,社台ファーム,鹿毛,200501,520,80,   0,2,1,1,13,0,0,0,1,0,0,1,12,260319,在厩,240208,000000
アームブランシュ,20102925,牡,美,竹内正洋,キズナ,ソウルフルヴォイス,キングカメハメハ,古川一弘,社台ファーム,黒鹿,200502,6944,1500,   0,3,1,3,20,3,1,3,17,0,0,0,3,260106,不在,220127,000000
オーサムデアラー,20102952,セ,美,上原博之,マインドユアビスケッツ,デアリングハート,サンデーサイレンス,吉田照哉,社台ファーム,栗毛,200130,2185,400,   0,1,3,2,19,0,0,0,0,1,3,2,19,260219,不在,220707,000000
ポワンキュルミナン,20102955,牡,栗,岡田稲男,ロゴタイプ,ディオベルタ,フジキセキ,吉田照哉,社台ファーム,栗毛,200514,4896,1500,   0,3,3,3,24,0,0,1,7,3,3,2,15,260323,不在,220519,000000
ブライテストドーン,20102956,セ,美,田島俊明,マインドユアビスケッツ,デザートオブムーン,ゼンノロブロイ,吉田千津,社台ファーム,鹿毛,200506,2077,400,   0,1,3,0,20,0,0,0,0,1,3,0,15,260402,在厩,220929,000000
テンカオーライ,20102959,牡,栗,松下武士,マインドユアビスケッツ,トゥールエッフェル,フレンチデピュティ,村田能光,社台ファーム,鹿毛,200207,780,400,   0,1,0,0,20,0,0,0,0,1,0,0,19,260316,在厩,220901,000000
ノーブルクライ,20102976,牡,美,田村康仁,ハーツクライ,ノーブルジュエリー,"Smarty Jones",窪田芳郎,社台ファーム,黒鹿,200318,3914,900,   0,2,1,3,17,2,1,3,14,0,0,0,1,260409,在厩,220707,000000
オメガタキシード,20102988,セ,栗,井上智史,ハービンジャー,パーティードレス,デュランダル,原禮子,社台ファーム,鹿毛,200514,6496,1500,   0,3,2,4,14,0,0,0,0,3,2,4,14,260226,不在,221006,000000
ナイトアクアリウム,20103005,牡,栗,杉山佳明,ロードカナロア,ファイブスター,クロフネ,グリーンファーム,社台ファーム,芦毛,200206,7844,2400,   0,4,1,5,14,0,0,0,0,4,1,5,14,260406,在厩,221006,000000
エンファサイズ,20103007,牡,美,小笠倫弘,リアルスティール,ファビュラスセンス,グラスワンダー,社台レースホース,社台ファーム,鹿毛,200311,1930,900,   0,2,0,0,13,2,0,0,8,0,0,0,5,260402,不在,220908,000000
ヒノタマボーイ,20103021,牡,美,和田雄二,ヴィクトワールピサ,ブラッキーピサ,タイキシャトル,本田恒雄,社台ファーム,黒鹿,200318,0,300,   0,3,6,5,41,0,0,0,5,0,0,0,0,260319,在厩,251023,000000
ドクタードリトル,20103025,牡,栗,今野貞一,デクラレーションオブウォー,ブルックデイル,キングカメハメハ,谷掛龍夫,社台ファーム,鹿毛,200226,8600,2400,   0,4,3,2,15,4,3,2,15,0,0,0,0,260316,在厩,220505,000000
コレペティトール,20103043,セ,栗,中竹和也,ジャスタウェイ,ベガスナイト,"Coronado's Quest",加藤誠,社台ファーム,栗毛,200215,11284,4550,   0,5,0,2,17,5,0,2,15,0,0,0,1,260330,在厩,220915,000000
ティムール,20103048,牡,栗,中竹和也,キズナ,ホワイトローズ2,Tapit,前田幸治,社台ファーム,黒鹿,200228,8090,900,   0,2,8,10,9,2,8,10,9,0,0,0,0,260312,不在,211125,000000
シャンドゥレール,20103053,セ,美,手塚貴徳,エピファネイア,マジェスティッククオリティ,"Quality Road",DMMドリームクラブ,社台ファーム,鹿毛,200202,2530,400,   0,2,1,0,17,1,1,0,6,0,0,0,1,260305,在厩,220519,000000
ヴェルテンベルク,20103060,牡,栗,宮本博　,キタサンブラック,マルカアイチャン,フレンチデピュティ,吉田照哉,社台ファーム,鹿毛,200502,8911,2400,   0,4,4,3,15,4,4,3,15,0,0,0,0,260406,在厩,220505,000000
シュタールヴィント,20103061,牡,栗,矢作芳人,ロードカナロア,マルセリーナ,ディープインパクト,社台レースホース,社台ファーム,鹿毛,200506,9575,2400,   0,4,2,4,23,4,2,4,23,0,0,0,0,260113,不在,220922,000000
マルディランダ,20103063,牡,美,金成貴史,イスラボニータ,マルバイユ,Marju,社台レースホース,社台ファーム,青鹿,200401,6630,2400,   0,4,4,1,10,4,4,1,9,0,0,0,1,260219,不在,221103,000000
マルチャン,20103066,牡,美,武市康男,ラブリーデイ,ミオリチャン,スウェプトオーヴァーボード,瀬谷隆雄,社台ファーム,鹿毛,200507,5069,1500,   0,3,2,1,18,3,2,1,18,0,0,0,0,260302,不在,220728,000000
シャンパンカラー,20103075,牡,美,田中剛　,ドゥラメンテ,メモリアルライフ,"Reckless Abandon",青山洋一,社台ファーム,栗毛,200303,16750,7400,   0,3,0,1,13,3,0,1,11,0,0,0,1,260409,在厩,220908,000000
カネフラ,20103082,牡,栗,高橋康之,グランデッツァ,ラカ,キングカメハメハ,社台レースホース,社台ファーム,鹿毛,200501,5730,2400,   0,4,1,2,15,4,1,2,15,0,0,0,0,260326,在厩,220811,000000
ピックアップライン,20103088,牡,美,田中剛　,ロゴタイプ,ラブリリック,ワイルドラッシュ,社台レースホース,社台ファーム,青鹿,200422,6576,1500,   0,3,6,4,13,0,0,0,0,3,6,4,13,260409,在厩,220721,000000
シェイクユアハート,20103101,牡,栗,宮徹　　,ハーツクライ,ルンバロッカ,"Sri Pekan",吉田千津,社台ファーム,栗毛,200330,27380,8750,   0,6,9,5,9,6,9,5,9,0,0,0,0,260323,不在,220915,000000
セオ,20103102,牡,美,秋本大介,スピルバーグ,ルーラ,"Oasis Dream",吉田千津,社台ファーム,鹿毛,200321,12112,3800,   0,5,3,3,13,5,3,3,13,0,0,0,0,260406,不在,220623,000000
アスターブジエ,20103111,牡,栗,中竹和也,オルフェーヴル,レッドカーラ,マンハッタンカフェ,加藤千豊,社台ファーム,栗毛,200405,5407,1500,   0,3,1,6,17,3,1,6,15,0,0,0,2,260330,在厩,220721,000000
ブレイヴアロウ,20103118,牡,美,辻哲英　,ハーツクライ,レディオブフィフティ,"After Market",加藤裕司,社台ファーム,芦毛,200226,800,80,   0,2,1,1,19,0,0,0,9,0,1,0,9,260402,在厩,231207,000000
ディズレーリ,20103119,セ,美,池上昌和,エピファネイア,レディシビル,Siyouni,社台レースホース,社台ファーム,鹿毛,200518,3415,900,   0,2,2,1,22,0,0,0,0,2,2,1,21,260402,不在,220811,000000
ダノンゴーイチ,20103121,牡,美,菊沢隆徳,イスラボニータ,レニーズゴットジップ,"City Zip",ダノックス,社台ファーム,鹿毛,200307,1261,400,   0,1,1,0,8,1,1,0,7,0,0,0,1,260319,不在,220728,000000
オクタヴィアヌス,20103132,牡,美,木村哲也,ドゥラメンテ,クイーンズアドヴァイス,Orpen,山本英俊,社台牧場,鹿毛,200208,5824,2400,   0,4,2,1,2,4,2,1,2,0,0,0,0,260312,在厩,220915,000000
ショウナンライシン,20103148,牡,美,大竹正博,エスケンデレヤ,ショウナンバーキン,フジキセキ,国本哲秀,青藍牧場,栗毛,200517,9930,3800,   0,5,3,0,16,0,0,0,0,5,3,0,16,260402,不在,221027,000000
